id,user_id,recommended_items,chosen_item,rating,time_stamp
1868,362,BcHEaJRiI7o T7aSI-E1fCE M_RQAT_2esM UdZRDY3AT74 0sgk1sNUJR8 RbIC7b5s7mA QElGjlIPwMA 9Xeon1MkJbc BRLaDbWCfQA,BRLaDbWCfQA,,2024-09-23 19:00:33
1872,357,hUdB232fIXM VXIqvzkTBXk BRLaDbWCfQA 9Xeon1MkJbc N9BDRJQvvAg hqbmKtal_ac RbIC7b5s7mA FmWLbPZkKuA niJJHZ7cjvo,VXIqvzkTBXk,,2024-09-23 19:00:38
1874,365,UdZRDY3AT74 RbIC7b5s7mA 9Xeon1MkJbc QElGjlIPwMA 1tOx_Vh5diE BRLaDbWCfQA N9BDRJQvvAg hqbmKtal_ac rayHCMh407Y,9Xeon1MkJbc,,2024-09-23 19:00:46
1875,355,9Xeon1MkJbc oQWzBEEGpW8 hqbmKtal_ac 0mCr5tqtiMg BRLaDbWCfQA N9BDRJQvvAg 0jyxdYucQCg ghUSEHe7Wug oay7YSnRWKY,oQWzBEEGpW8,,2024-09-23 19:00:47
1877,362,T7aSI-E1fCE UdZRDY3AT74 0sgk1sNUJR8 M_RQAT_2esM 9Xeon1MkJbc RbIC7b5s7mA QElGjlIPwMA BRLaDbWCfQA oQWzBEEGpW8,,,2024-09-23 19:00:53
1878,365,9Xeon1MkJbc RbIC7b5s7mA QElGjlIPwMA 1tOx_Vh5diE BRLaDbWCfQA N9BDRJQvvAg FmWLbPZkKuA hqbmKtal_ac 1_42Ys2em64,BRLaDbWCfQA,,2024-09-23 19:00:54
1879,365,9Xeon1MkJbc RbIC7b5s7mA QElGjlIPwMA 1tOx_Vh5diE BRLaDbWCfQA N9BDRJQvvAg FmWLbPZkKuA hqbmKtal_ac 1_42Ys2em64,,,2024-09-23 19:00:54
1881,355,hqbmKtal_ac BRLaDbWCfQA N9BDRJQvvAg ghUSEHe7Wug oay7YSnRWKY HP2LKlbk-_E fPjOWekzeGI KblzfzMUeiI Dk5_epATpaI,hqbmKtal_ac,,2024-09-23 19:00:55
1882,366,oxpKr6T_ctE 4aR1P9rS64w GrnVgRHA_Ec hif5eI5pBxo T7aSI-E1fCE BcHEaJRiI7o UdZRDY3AT74 0sgk1sNUJR8 M_RQAT_2esM,,,2024-09-23 19:00:59
1884,365,RbIC7b5s7mA QElGjlIPwMA BRLaDbWCfQA 1tOx_Vh5diE oQWzBEEGpW8 N9BDRJQvvAg FmWLbPZkKuA Dzw60Jw80XI hqbmKtal_ac,BRLaDbWCfQA,,2024-09-23 19:01:01
1885,365,RbIC7b5s7mA QElGjlIPwMA 1tOx_Vh5diE BRLaDbWCfQA oQWzBEEGpW8 N9BDRJQvvAg FmWLbPZkKuA Dzw60Jw80XI hqbmKtal_ac,oQWzBEEGpW8,,2024-09-23 19:01:02
1886,357,ml4NSzCQobk 9Xeon1MkJbc VXIqvzkTBXk BRLaDbWCfQA N9BDRJQvvAg hqbmKtal_ac RbIC7b5s7mA fPjOWekzeGI ghUSEHe7Wug,ml4NSzCQobk,,2024-09-23 19:01:05
1888,362,T7aSI-E1fCE UdZRDY3AT74 0sgk1sNUJR8 M_RQAT_2esM 9Xeon1MkJbc RbIC7b5s7mA QElGjlIPwMA oQWzBEEGpW8 hUdB232fIXM,,,2024-09-23 19:01:08
1889,363,hqbmKtal_ac ml4NSzCQobk VXIqvzkTBXk rayHCMh407Y 290Vg8YpEfg 1_42Ys2em64 RjEjpX0_Sos oay7YSnRWKY FLV_72wTNAA,,,2024-09-23 19:01:09
1891,362,68UgJkTQw6E 1tOx_Vh5diE FmWLbPZkKuA N9BDRJQvvAg 0mCr5tqtiMg jNJlny-nl0E oay7YSnRWKY 1_42Ys2em64 p6CF-umWLZg,,,2024-09-23 19:01:12
1892,363,hqbmKtal_ac ml4NSzCQobk VXIqvzkTBXk rayHCMh407Y 290Vg8YpEfg 1_42Ys2em64 RjEjpX0_Sos oay7YSnRWKY FLV_72wTNAA,,,2024-09-23 19:01:15
1893,369,lcFqVIadWYo 7RG_S6uBZ0s 4aR1P9rS64w GrnVgRHA_Ec T7aSI-E1fCE BcHEaJRiI7o UdZRDY3AT74 0sgk1sNUJR8 9Xeon1MkJbc,,,2024-09-23 19:01:17
1894,362,Dzw60Jw80XI rayHCMh407Y hqbmKtal_ac niJJHZ7cjvo RjEjpX0_Sos 0jyxdYucQCg VXIqvzkTBXk 89no0nNopes 1n00mjig9hc,,,2024-09-23 19:01:19
1895,357,ml4NSzCQobk 9Xeon1MkJbc BiNIqPJ5As8 BRLaDbWCfQA N9BDRJQvvAg hqbmKtal_ac fPjOWekzeGI ghUSEHe7Wug RbIC7b5s7mA,9Xeon1MkJbc,,2024-09-23 19:01:20
1897,363,niJJHZ7cjvo Dzw60Jw80XI BiNIqPJ5As8 mw0LGzIKvoo hw_VVktz9VY 89no0nNopes GDVgPRxAzi0 wRqjtu9giOc 0jyxdYucQCg,mw0LGzIKvoo,,2024-09-23 19:01:21
1899,355,hqbmKtal_ac BRLaDbWCfQA N9BDRJQvvAg oay7YSnRWKY ghUSEHe7Wug HP2LKlbk-_E fPjOWekzeGI KblzfzMUeiI niJJHZ7cjvo,BRLaDbWCfQA,,2024-09-23 19:01:24
1900,362,kxUzBjvtCb8 2Z8C6JlFL9E 303WGWQ7_tk mXk5-2u0kw0 ml4NSzCQobk FLV_72wTNAA 290Vg8YpEfg oxtcRH-hGb4 hw_VVktz9VY,,,2024-09-23 19:01:28
1901,362,HP2LKlbk-_E zwv1qlCmor0 mw0LGzIKvoo ovVtwD0oz-Q BiNIqPJ5As8 wRqjtu9giOc ghUSEHe7Wug ku9OvHHx0cQ KblzfzMUeiI,,,2024-09-23 19:01:32
1902,355,BRLaDbWCfQA N9BDRJQvvAg ghUSEHe7Wug oay7YSnRWKY fPjOWekzeGI HP2LKlbk-_E KblzfzMUeiI Dk5_epATpaI niJJHZ7cjvo,N9BDRJQvvAg,,2024-09-23 19:01:34
1903,357,mw0LGzIKvoo 9Xeon1MkJbc BiNIqPJ5As8 BRLaDbWCfQA hqbmKtal_ac N9BDRJQvvAg fPjOWekzeGI ghUSEHe7Wug RbIC7b5s7mA,mw0LGzIKvoo,,2024-09-23 19:01:36
1904,362,VFQ_GvpzP4w GDVgPRxAzi0 -BRc5fzPGf0 sIrudMqOJuE p09qG_Twyp0 3zHp4Rg-GmM 0Q22b8ZBBVk Y8oOl0-LPac zn1al0LDMhI,,,2024-09-23 19:01:37
1906,362,iIhSOEcANZM dAipbZ0T_Bw Dk5_epATpaI c0AfMcDhFfM HKbjjYe3tGI ZK2uMbr6hj0 i96vHCzV2hI 3cv_m5RKQVQ L7FgOl7COLE,,,2024-09-23 19:01:40
1908,355,N9BDRJQvvAg ghUSEHe7Wug oay7YSnRWKY fPjOWekzeGI HP2LKlbk-_E KblzfzMUeiI Dk5_epATpaI niJJHZ7cjvo 303WGWQ7_tk,ghUSEHe7Wug,,2024-09-23 19:01:46
1909,365,RbIC7b5s7mA QElGjlIPwMA oQWzBEEGpW8 1tOx_Vh5diE N9BDRJQvvAg hqbmKtal_ac FmWLbPZkKuA Dzw60Jw80XI rayHCMh407Y,oQWzBEEGpW8,,2024-09-23 19:01:50
1910,365,RbIC7b5s7mA QElGjlIPwMA oQWzBEEGpW8 1tOx_Vh5diE N9BDRJQvvAg hqbmKtal_ac FmWLbPZkKuA Dzw60Jw80XI rayHCMh407Y,hqbmKtal_ac,,2024-09-23 19:01:51
1911,363,niJJHZ7cjvo BiNIqPJ5As8 Dzw60Jw80XI mw0LGzIKvoo hw_VVktz9VY 89no0nNopes GDVgPRxAzi0 wRqjtu9giOc 0jyxdYucQCg,wRqjtu9giOc,,2024-09-23 19:01:55
1912,366,9Xeon1MkJbc BRLaDbWCfQA QElGjlIPwMA hUdB232fIXM oQWzBEEGpW8 RbIC7b5s7mA 1tOx_Vh5diE 68UgJkTQw6E N9BDRJQvvAg,,,2024-09-23 19:01:56
1913,355,ghUSEHe7Wug fPjOWekzeGI HP2LKlbk-_E KblzfzMUeiI Dk5_epATpaI niJJHZ7cjvo TgIbNIElE20 9K7BPQ74hf8 ZK2uMbr6hj0,fPjOWekzeGI,,2024-09-23 19:01:58
1914,357,BRLaDbWCfQA mw0LGzIKvoo N9BDRJQvvAg BiNIqPJ5As8 hqbmKtal_ac oQWzBEEGpW8 fPjOWekzeGI ghUSEHe7Wug RbIC7b5s7mA,BRLaDbWCfQA,,2024-09-23 19:02:02
1915,362,rUU5gm4uNVc Bm2-SjTh7Wc Aa0giMoekco gQIaYdAa1K8 c2gq4IwIc_s fPjOWekzeGI 1kmjUPEd1wg bChFW4Za3Ws utNVW1bXQPA,,,2024-09-23 19:02:03
1916,362,yO6wbVqzl5A Ty0wa95Z4_8 BETSUkOuodQ URr3IL31ILk wwcRjkcYcHo C0uqYAAYiDE Vp3VDiiAuWc ivcip5pwLcE 9K7BPQ74hf8,,,2024-09-23 19:02:07
1917,369,lcFqVIadWYo 7RG_S6uBZ0s GrnVgRHA_Ec T7aSI-E1fCE BcHEaJRiI7o UdZRDY3AT74 0sgk1sNUJR8 BRLaDbWCfQA 9Xeon1MkJbc,GrnVgRHA_Ec,,2024-09-23 19:02:07
1918,366,hqbmKtal_ac jNJlny-nl0E FmWLbPZkKuA VXIqvzkTBXk p6CF-umWLZg 0mCr5tqtiMg ghUSEHe7Wug ml4NSzCQobk oay7YSnRWKY,jNJlny-nl0E,,2024-09-23 19:02:10
1920,362,4fQM0Ly8vCs n0PJYwzOxQ4 Bw2Ij6C1l8s Kmjlk2D5xQ4 TgIbNIElE20 6Och9eLzBOk jRX4XjE56Hs 6YzSgHD49Mw SMU8CXvCKs0,,,2024-09-23 19:02:11
1921,369,lcFqVIadWYo 7RG_S6uBZ0s GrnVgRHA_Ec T7aSI-E1fCE BcHEaJRiI7o UdZRDY3AT74 0sgk1sNUJR8 BRLaDbWCfQA 9Xeon1MkJbc,,,2024-09-23 19:02:13
1923,362,0D2o8F2MOuI E8NNmEYVvuQ K83UrpTbKik F0L-Si9_CeY US7evRQBc3E 8aaXZDazPxs Hzh7zjOXzCU 92w-6pPptMU QPV-yiVam3g,,,2024-09-23 19:02:16
1924,363,ghUSEHe7Wug BiNIqPJ5As8 hw_VVktz9VY GDVgPRxAzi0 niJJHZ7cjvo Dzw60Jw80XI wRqjtu9giOc 89no0nNopes 3zHp4Rg-GmM,ghUSEHe7Wug,,2024-09-23 19:02:17
1926,355,fPjOWekzeGI HP2LKlbk-_E KblzfzMUeiI niJJHZ7cjvo ZK2uMbr6hj0 6Och9eLzBOk -vWG09bW8Y0 ilZP2CvmfRk RVf1NtopuE0,HP2LKlbk-_E,,2024-09-23 19:02:18
1928,362,zNV9tL6fbo4 LuWdeuPMHps 8Yvrueftb0w E9G9y0G-3g0 fnUBS1twrQw kScclvB8qUw OFH5OTB5_bw Ihggm6jKprQ -vWG09bW8Y0,,,2024-09-23 19:02:20
1929,365,RbIC7b5s7mA QElGjlIPwMA N9BDRJQvvAg 1tOx_Vh5diE 0mCr5tqtiMg hqbmKtal_ac FmWLbPZkKuA Dzw60Jw80XI rayHCMh407Y,hqbmKtal_ac,,2024-09-23 19:02:21
1930,365,RbIC7b5s7mA QElGjlIPwMA N9BDRJQvvAg 1tOx_Vh5diE 0mCr5tqtiMg hqbmKtal_ac FmWLbPZkKuA Dzw60Jw80XI rayHCMh407Y,Dzw60Jw80XI,,2024-09-23 19:02:21
1931,362,3hNAxBgOA1I q-snevYRxAo DpRP4tacKxE T8iZ9gLHENA Mrs5xooaJwo o3D21v3AtQ8 KlRqJjXeZ2Y Kj2Z1kXmWyA 4cWyLPidWcA,,,2024-09-23 19:02:23
1935,362,hIxrpMTTLGk l09mC_cTTLI 8g4qLhRd8IM 3roITeXVWuE RVf1NtopuE0 G9xw5RCSy94 hBehnWpVNRA 16F0XCH_ClY mFZDc5-aobE,,,2024-09-23 19:02:27
1936,366,hqbmKtal_ac jNJlny-nl0E FmWLbPZkKuA VXIqvzkTBXk p6CF-umWLZg 0mCr5tqtiMg ml4NSzCQobk mw0LGzIKvoo ghUSEHe7Wug,,,2024-09-23 19:02:28
1938,362,eLMqx0C4TDM hd0EBHR_89w TKX3GNgMQH0 Dirxmr03qD8 DwKHJo1TBtE NXdTwcoGE_w nxVOr6TIPyo s74IXSA6ZNo CHNR9_S_c1A,,,2024-09-23 19:02:33
1939,355,niJJHZ7cjvo K83UrpTbKik RjEjpX0_Sos Dzw60Jw80XI 1_42Ys2em64 Vp3VDiiAuWc yKGEl4FOiVU 2Z8C6JlFL9E vrEWm6fTm4A,,,2024-09-23 19:02:33
1940,357,BRLaDbWCfQA jNJlny-nl0E BiNIqPJ5As8 N9BDRJQvvAg hqbmKtal_ac fPjOWekzeGI ghUSEHe7Wug oQWzBEEGpW8 K83UrpTbKik,jNJlny-nl0E,,2024-09-23 19:02:35
1941,362,hQC6wYhcHXc j58V2vC9EPc vwg0JEOLB_k RNqzk-fF_U8 LqYkRphJFvo EsWDbdyuDI0 VxaWhK5Zioo OcfVZ6_yx8M 19UbJWjd80A,,,2024-09-23 19:02:37
1942,369,lcFqVIadWYo 7RG_S6uBZ0s T7aSI-E1fCE BcHEaJRiI7o UdZRDY3AT74 0sgk1sNUJR8 BRLaDbWCfQA 9Xeon1MkJbc 1tOx_Vh5diE,T7aSI-E1fCE,,2024-09-23 19:02:37
1943,369,lcFqVIadWYo 7RG_S6uBZ0s T7aSI-E1fCE BcHEaJRiI7o UdZRDY3AT74 0sgk1sNUJR8 BRLaDbWCfQA 9Xeon1MkJbc 1tOx_Vh5diE,,,2024-09-23 19:02:40
1944,365,QElGjlIPwMA RbIC7b5s7mA 1tOx_Vh5diE N9BDRJQvvAg 0mCr5tqtiMg FmWLbPZkKuA Dzw60Jw80XI rayHCMh407Y niJJHZ7cjvo,niJJHZ7cjvo,,2024-09-23 19:02:41
1946,362,v-ibXM3xBjg qdA_fv9UjWg ixdxnB0FHjc _8YZBGIZuB8 V1UlXVomJq0 wtH8UXnDCVo GUMXv0VEtoc 9U4oY7ktqtU HsaH7Tz_U2E,,,2024-09-23 19:02:43
1947,355,niJJHZ7cjvo K83UrpTbKik RjEjpX0_Sos Dzw60Jw80XI Vp3VDiiAuWc 1_42Ys2em64 yKGEl4FOiVU 2Z8C6JlFL9E vrEWm6fTm4A,niJJHZ7cjvo,,2024-09-23 19:02:44
1950,365,QElGjlIPwMA RbIC7b5s7mA N9BDRJQvvAg 1tOx_Vh5diE 0mCr5tqtiMg 1_42Ys2em64 rayHCMh407Y FmWLbPZkKuA niJJHZ7cjvo,,,2024-09-23 19:02:55
1951,365,QElGjlIPwMA RbIC7b5s7mA N9BDRJQvvAg 1tOx_Vh5diE 0mCr5tqtiMg 1_42Ys2em64 rayHCMh407Y FmWLbPZkKuA niJJHZ7cjvo,FmWLbPZkKuA,,2024-09-23 19:02:55
1952,355,niJJHZ7cjvo Dzw60Jw80XI K83UrpTbKik RjEjpX0_Sos Vp3VDiiAuWc 1_42Ys2em64 yKGEl4FOiVU 2Z8C6JlFL9E vrEWm6fTm4A,Dzw60Jw80XI,,2024-09-23 19:02:56
1954,362,Ar1L6iX2vrw kzismZj3HDA nuQyQM5rWDU WL2-nHYxoW4 KrEkDbAXECs yKGEl4FOiVU kW68ZUasWRE ilZP2CvmfRk p4x01btvyck,,,2024-09-23 19:02:59
1955,362,vMSNJ-IjRLA vFjXKOXdgGo sqw2qt6kaSc CDx2fxb5ZF4 t9DWKB4hpuI pu86Z8s_bhc NPELomq6u-k mnXWHVQs5kU RUmAUnL65gU,,,2024-09-23 19:03:02
1956,357,jNJlny-nl0E BiNIqPJ5As8 N9BDRJQvvAg hqbmKtal_ac fPjOWekzeGI ghUSEHe7Wug oQWzBEEGpW8 K83UrpTbKik RjEjpX0_Sos,BiNIqPJ5As8,,2024-09-23 19:03:08
1957,362,-zXn964Txv8 jbV1TDZQAFc jnmK8hIG_zE pzGjzbLBtBA n-gwNFuAnVM jy-kkoMqZJs Tg0t9xPuns4 _K8bvCAFwA4 PMXf0e8n2Oc,,,2024-09-23 19:03:11
1958,369,lcFqVIadWYo 7RG_S6uBZ0s BcHEaJRiI7o UdZRDY3AT74 0sgk1sNUJR8 BRLaDbWCfQA 9Xeon1MkJbc 1tOx_Vh5diE hUdB232fIXM,BRLaDbWCfQA,,2024-09-23 19:03:11
1960,362,MrQbhR0tQAI XeF55pqSCr8 hnM3MNfc0U8 dXG6Lu2Z98Y h_hWDkKP5pE gOeWkA07k9E eSJSim717zg iZ4AFz6Ii6M K9-7WEPyZ4o,,,2024-09-23 19:03:15
1961,357,GDVgPRxAzi0 BiNIqPJ5As8 hqbmKtal_ac N9BDRJQvvAg fPjOWekzeGI ghUSEHe7Wug niJJHZ7cjvo oQWzBEEGpW8 RjEjpX0_Sos,hqbmKtal_ac,,2024-09-23 19:03:17
1962,365,QElGjlIPwMA RbIC7b5s7mA N9BDRJQvvAg 1tOx_Vh5diE 0mCr5tqtiMg 1_42Ys2em64 rayHCMh407Y FmWLbPZkKuA ghUSEHe7Wug,1_42Ys2em64,,2024-09-23 19:03:17
1963,362,Qeo3SV801zM tXYNf0dgxsg GaiNaJ3BEyE mK4FFvfwFVc B-nEYsyRlYo rh5aJGxNZ38 HzpA5ENcSbI SHnO63mIczo LqkjSunFW_E,GaiNaJ3BEyE,,2024-09-23 19:03:18
1964,355,Dzw60Jw80XI RjEjpX0_Sos 1_42Ys2em64 2Z8C6JlFL9E HKbjjYe3tGI BETSUkOuodQ US7evRQBc3E l09mC_cTTLI hIxrpMTTLGk,RjEjpX0_Sos,,2024-09-23 19:03:19
1966,369,lcFqVIadWYo 7RG_S6uBZ0s BcHEaJRiI7o UdZRDY3AT74 0sgk1sNUJR8 BRLaDbWCfQA 9Xeon1MkJbc 1tOx_Vh5diE hUdB232fIXM,,,2024-09-23 19:03:22
1968,362,Qeo3SV801zM GaiNaJ3BEyE tXYNf0dgxsg mK4FFvfwFVc B-nEYsyRlYo rh5aJGxNZ38 HzpA5ENcSbI i_f6cgqNmrk SHnO63mIczo,,,2024-09-23 19:03:23
1972,357,GDVgPRxAzi0 hqbmKtal_ac N9BDRJQvvAg fPjOWekzeGI Hzh7zjOXzCU ghUSEHe7Wug niJJHZ7cjvo oQWzBEEGpW8 FmWLbPZkKuA,,,2024-09-23 19:03:30
1973,362,i_f6cgqNmrk cAYLbe3ffpA rh5aJGxNZ38 Qeo3SV801zM mK4FFvfwFVc c2LlCg7Zc5M mMBqzCmNTiU CxhYTnua8rg B-nEYsyRlYo,,,2024-09-23 19:03:30
1974,362,SHnO63mIczo tXYNf0dgxsg 3OEmU0VPrXk jWD9of3Dj1s UpUj0J-XyUI C0TUhiPQl50 NV0FLtVHDBY HzpA5ENcSbI LqkjSunFW_E,,,2024-09-23 19:03:33
1975,363,Dzw60Jw80XI fPjOWekzeGI ghUSEHe7Wug niJJHZ7cjvo HP2LKlbk-_E kxUzBjvtCb8 2Z8C6JlFL9E c0AfMcDhFfM KblzfzMUeiI,KblzfzMUeiI,,2024-09-23 19:03:34
1977,366,hqbmKtal_ac Dzw60Jw80XI FmWLbPZkKuA niJJHZ7cjvo mw0LGzIKvoo VXIqvzkTBXk ml4NSzCQobk BiNIqPJ5As8 wRqjtu9giOc,niJJHZ7cjvo,,2024-09-23 19:03:35
1978,355,0mCr5tqtiMg KblzfzMUeiI 0jyxdYucQCg 6Och9eLzBOk ZK2uMbr6hj0 oxtcRH-hGb4 ku9OvHHx0cQ -vWG09bW8Y0 dAipbZ0T_Bw,0mCr5tqtiMg,,2024-09-23 19:03:35
1979,362,FMmq_bqc6zY lI6A3Lj3wuc 2MmdKsRyFvM EJuAYtdrkqQ wTCnJir4Kgo 2MCBTeCySkc ddruwrYzvVk DBjuc1G8TNw JR9ZP1Sq5gA,,,2024-09-23 19:03:37
1980,369,lcFqVIadWYo 7RG_S6uBZ0s BcHEaJRiI7o UdZRDY3AT74 0sgk1sNUJR8 1tOx_Vh5diE 9Xeon1MkJbc hUdB232fIXM hqbmKtal_ac,1tOx_Vh5diE,,2024-09-23 19:03:39
1981,362,4iB5I0y4P4Y ONWyeqO2Wtg ZcV2be2VMOo eUj7-2d6fsQ W5_NpTKkLOg -D7kbzh7kfI E_btF5BD3z8 tEavuisf2Do ZztcaS5ja4I,,,2024-09-23 19:03:40
1982,365,QElGjlIPwMA RbIC7b5s7mA N9BDRJQvvAg 1tOx_Vh5diE RjEjpX0_Sos 0mCr5tqtiMg rayHCMh407Y ghUSEHe7Wug HP2LKlbk-_E,1_42Ys2em64,,2024-09-23 19:03:43
1983,362,e5q0oE-54dI O7Qi17h888M 0LXW07coGbQ _BXsCx3YZmA MMRxhfYSdhc 5n_tgx4OYN4 3qvR0xqimns -w3nPlZaNvo 2NSonsbO3v0,O7Qi17h888M,,2024-09-23 19:03:44
1985,355,KblzfzMUeiI 0mCr5tqtiMg 6Och9eLzBOk ZK2uMbr6hj0 -vWG09bW8Y0 0jyxdYucQCg ilZP2CvmfRk I3HWkX_Y-jU jy-kkoMqZJs,KblzfzMUeiI,,2024-09-23 19:03:44
1987,369,lcFqVIadWYo 7RG_S6uBZ0s BcHEaJRiI7o UdZRDY3AT74 0sgk1sNUJR8 QElGjlIPwMA 1tOx_Vh5diE 9Xeon1MkJbc hqbmKtal_ac,,,2024-09-23 19:03:45
1988,365,QElGjlIPwMA RbIC7b5s7mA N9BDRJQvvAg 1tOx_Vh5diE RjEjpX0_Sos 0mCr5tqtiMg rayHCMh407Y ghUSEHe7Wug HP2LKlbk-_E,1_42Ys2em64,,2024-09-23 19:03:45
1989,365,QElGjlIPwMA RbIC7b5s7mA N9BDRJQvvAg 1tOx_Vh5diE RjEjpX0_Sos 0mCr5tqtiMg rayHCMh407Y ghUSEHe7Wug HP2LKlbk-_E,RjEjpX0_Sos,,2024-09-23 19:03:46
1990,366,hqbmKtal_ac Dzw60Jw80XI FmWLbPZkKuA niJJHZ7cjvo mw0LGzIKvoo VXIqvzkTBXk ml4NSzCQobk RjEjpX0_Sos BiNIqPJ5As8,hqbmKtal_ac,,2024-09-23 19:03:46
1991,362,e5q0oE-54dI O7Qi17h888M 0LXW07coGbQ _BXsCx3YZmA MMRxhfYSdhc 3qvR0xqimns 5n_tgx4OYN4 BRK1emy67is 2NSonsbO3v0,,,2024-09-23 19:03:48
1992,357,GDVgPRxAzi0 N9BDRJQvvAg fPjOWekzeGI Hzh7zjOXzCU ghUSEHe7Wug niJJHZ7cjvo oQWzBEEGpW8 RjEjpX0_Sos FmWLbPZkKuA,,,2024-09-23 19:03:57
1993,355,QElGjlIPwMA hUdB232fIXM jNJlny-nl0E 1tOx_Vh5diE 68UgJkTQw6E RbIC7b5s7mA mw0LGzIKvoo FmWLbPZkKuA ml4NSzCQobk,QElGjlIPwMA,,2024-09-23 19:03:59
1994,365,QElGjlIPwMA RbIC7b5s7mA 0mCr5tqtiMg N9BDRJQvvAg 1tOx_Vh5diE RjEjpX0_Sos rayHCMh407Y ghUSEHe7Wug HP2LKlbk-_E,1tOx_Vh5diE,,2024-09-23 19:03:59
1995,357,290Vg8YpEfg hw_VVktz9VY K83UrpTbKik 3cv_m5RKQVQ Dzw60Jw80XI 0mCr5tqtiMg RbIC7b5s7mA HP2LKlbk-_E TgIbNIElE20,290Vg8YpEfg,,2024-09-23 19:04:03
1996,363,Dzw60Jw80XI fPjOWekzeGI niJJHZ7cjvo HP2LKlbk-_E kxUzBjvtCb8 KblzfzMUeiI 2Z8C6JlFL9E c0AfMcDhFfM ZK2uMbr6hj0,ZK2uMbr6hj0,,2024-09-23 19:04:13
1997,355,QElGjlIPwMA jNJlny-nl0E hUdB232fIXM 1tOx_Vh5diE RbIC7b5s7mA 68UgJkTQw6E FmWLbPZkKuA mw0LGzIKvoo ml4NSzCQobk,jNJlny-nl0E,,2024-09-23 19:04:14
1998,365,QElGjlIPwMA RbIC7b5s7mA 0mCr5tqtiMg N9BDRJQvvAg 1tOx_Vh5diE rayHCMh407Y ghUSEHe7Wug 2Z8C6JlFL9E 89no0nNopes,1tOx_Vh5diE,,2024-09-23 19:04:15
1999,365,QElGjlIPwMA RbIC7b5s7mA 0mCr5tqtiMg N9BDRJQvvAg 1tOx_Vh5diE rayHCMh407Y ghUSEHe7Wug 2Z8C6JlFL9E 89no0nNopes,rayHCMh407Y,,2024-09-23 19:04:16
2001,362,BRK1emy67is MMRxhfYSdhc 5n_tgx4OYN4 BT1EYH8vcsg 3qvR0xqimns 0LXW07coGbQ AUcpONOhTps e5q0oE-54dI nRlewk_ZvF0,,,2024-09-23 19:04:19
2004,362,ZEcesEhXIh4 pXezLv_5RaY _BXsCx3YZmA mUln-CONfuw NMAcHTTmSps _KTC5K-eaqg -w3nPlZaNvo HZgIt8BUniA pdy8q1cGm9M,,,2024-09-23 19:04:22
2005,362,ZAfLjZDXKn4 ymBm78Knck0 aeYhPHoscg8 k6jxi1P9a50 qP3EmLO3tT0 ZB9qPV2TCr4 2NSonsbO3v0 XSGH8WVcoRg MtcaYNhtTc4,,,2024-09-23 19:04:26
2006,369,lcFqVIadWYo 7RG_S6uBZ0s BcHEaJRiI7o QElGjlIPwMA 0sgk1sNUJR8 UdZRDY3AT74 68UgJkTQw6E 9Xeon1MkJbc hqbmKtal_ac,hqbmKtal_ac,,2024-09-23 19:04:27
2007,362,s0nzAtxoqXQ LvCWspmoboc kJZdPr0t32E xFj0s2mnL3M 6DbAEnnQSVo CceOtqk4BLo nT6uQ6YOXOQ SgJXrvYgW1A 4RMfrCOOoH4,,,2024-09-23 19:04:30
2009,357,290Vg8YpEfg hw_VVktz9VY K83UrpTbKik 3cv_m5RKQVQ Dzw60Jw80XI 0mCr5tqtiMg RbIC7b5s7mA HP2LKlbk-_E TgIbNIElE20,K83UrpTbKik,,2024-09-23 19:04:34
2010,362,0KUNTCTOFqc bGmXrMW9ucU aAq5NBZNkI0 klpIrk-1Ee8 sGx9qiihnmY 0QathxavHSk zsRqVZyKgN8 66XkuZbA9eI pjNDdNyMgS8,,,2024-09-23 19:04:36
2012,369,lcFqVIadWYo 7RG_S6uBZ0s BcHEaJRiI7o QElGjlIPwMA 0sgk1sNUJR8 UdZRDY3AT74 68UgJkTQw6E 9Xeon1MkJbc hqbmKtal_ac,,,2024-09-23 19:04:41
2013,362,RdgQkVwppzc HdKyMneYqCM gTZT8GE5928 mtIeLsMbfzg Wvf6LeonJ9o sJ5xPsKaCI0 ObTZAklJcW0 Lhjh80xX6ZI 7c8xJjcsGwc,,,2024-09-23 19:04:41
2016,362,QWEmhKJizho ozD_pzVhd3o GSZO7EO3iaY IaofvXtl1u0 2JVnjLyjkPU VYlSnBr65UY T_S_Dcblw34 TjNZhdEvVvo bD6IItr4m58,,,2024-09-23 19:04:50
2017,363,Dzw60Jw80XI niJJHZ7cjvo kxUzBjvtCb8 2Z8C6JlFL9E c0AfMcDhFfM wwcRjkcYcHo Bm2-SjTh7Wc HKbjjYe3tGI Y8oOl0-LPac,Bm2-SjTh7Wc,,2024-09-23 19:04:50
2018,355,1tOx_Vh5diE 68UgJkTQw6E RbIC7b5s7mA FmWLbPZkKuA VXIqvzkTBXk BiNIqPJ5As8 kxUzBjvtCb8 hw_VVktz9VY wRqjtu9giOc,1tOx_Vh5diE,,2024-09-23 19:04:52
2019,366,hqbmKtal_ac Dzw60Jw80XI RjEjpX0_Sos FmWLbPZkKuA 0mCr5tqtiMg ghUSEHe7Wug mw0LGzIKvoo VXIqvzkTBXk 1_42Ys2em64,Dzw60Jw80XI,,2024-09-23 19:04:54
